"Domain.name","Domain.type","Agency","Organization.name","City","State","Security.contact.email","Domain.Name","Registrar.WHOIS.Server","Registrar.URL","Updated.Date","Creation.Date","Registry.Expiry.Date","Registrar","Registrar.IANA.ID","Registrar.Abuse.Contact.Email","Registrar.Abuse.Contact.Phone","Domain.Status","Registry.Registrant.ID","Registrant.Name","Registrant.Organization","Registrant.Street","Registrant.City","Registrant.State.Province","Registrant.Postal.Code","Registrant.Country","Registrant.Phone","Registrant.Email","Registry.Admin.ID","Admin.Name","Admin.Organization","Admin.Street","Admin.City","Admin.State.Province","Admin.Postal.Code","Admin.Country","Admin.Phone","Admin.Email","Registry.Tech.ID","Tech.Name","Tech.Organization","Tech.Street","Tech.City","Tech.State.Province","Tech.Postal.Code","Tech.Country","Tech.Phone","Tech.Fax","Tech.Email","Registry.Security.ID","Security.Name","Security.Organization","Security.Street","Security.City","Security.State.Province","Security.Postal.Code","Security.Country","Security.Phone","Security.Email","Name.Server","DNSSEC","Registrant.Fax","Admin.Fax","president","simple_date"
"invertir.gov","Federal - Executive","Executive Office of the President","White House Office","Washington","DC","dl.eop.cloudadmin@eop.gov","invertir.gov","whois.nic.gov","https://get.gov","2024-05-07T21:33:01Z",2023-06-30 18:03:09,"2025-06-30T18:03:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","dl.eop.cloudadmin@eop.gov","wally.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-06-30
"know2protect.gov","Federal - Executive","Department of Homeland Security","CIO Headquarters","Springfield","VA","postmaster@dhs.gov","know2protect.gov","whois.nic.gov","https://get.gov","2024-02-13T14:24:22Z",2023-07-07 17:03:08,"2025-07-07T17:03:08Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","postmaster@dhs.gov","mario.ns.cloudflare.com","signedDelegation",NA,NA,"Joe Biden",2023-07-07
"workcenter.gov","Federal - Executive","Department of Labor","Office of the Assistant Secretary for Administration & Management","Washington","DC","m-dolscirc@dol.gov","workcenter.gov","whois.nic.gov","https://get.gov","2024-07-23T17:32:04Z",2023-07-07 21:03:09,"2025-07-07T21:03:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","m-dolscirc@dol.gov","a7-66.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-07-07
"migrantworker.gov","Federal - Executive","Department of Labor","Bureau of International Labor Affairs","Washington","DC","m-dolscirc@dol.gov","migrantworker.gov","whois.nic.gov","https://get.gov","2024-07-23T17:39:27Z",2023-07-07 21:03:10,"2025-07-07T21:03:10Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","m-dolscirc@dol.gov","a7-66.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-07-07
"trabajadormigrante.gov","Federal - Executive","Department of Labor","Bureau of International Labor Affairs","Washington","DC","m-dolscirc@dol.gov","trabajadormigrante.gov","whois.nic.gov","https://get.gov","2024-07-23T17:37:08Z",2023-07-07 21:18:09,"2025-07-07T21:18:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","m-dolscirc@dol.gov","a7-66.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-07-07
"mshastanddown.gov","Federal - Executive","Department of Labor","Mine Safety and Health Administration","Washington","DC","m-dolscirc@dol.gov","mshastanddown.gov","whois.nic.gov","https://get.gov","2024-07-23T17:34:26Z",2023-07-10 14:18:10,"2025-07-10T14:18:10Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","m-dolscirc@dol.gov","a7-66.akam.net","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-07-10
"smithsonian.gov","Federal - Executive","Smithsonian Institution","Smithsonian Institution Office of the CIO (OCIO)","Herndon","VA","abuse@si.edu","smithsonian.gov","whois.nic.gov","https://get.gov","2024-01-08T03:24:49Z",2023-07-18 15:03:08,"2025-07-18T15:03:08Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","abuse@si.edu","a9-64.akam.net","signedDelegation",NA,NA,"Joe Biden",2023-07-18
"ipcc-wg3.gov","Federal - Executive","United States Global Change Research Program","U.S. Global Change Research Program","Washington","DC","admin@usgcrp.gov","ipcc-wg3.gov","whois.nic.gov","https://get.gov","2024-01-08T03:07:18Z",2023-08-08 19:18:08,"2025-08-08T19:18:08Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","admin@usgcrp.gov","ns-982.awsdns-58.net","signedDelegation",NA,NA,"Joe Biden",2023-08-08
"ns.gov","Federal - Executive","Department of Homeland Security","Cybersecurity and Infrastructure Security Agency","Arlington","VA","dotgov@cloudflare.com","ns.gov","whois.nic.gov","https://get.gov","2024-01-08T03:17:15Z",2023-08-11 06:33:09,"2025-08-11T06:33:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","dotgov@cloudflare.com","otto.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-08-11
"dns.gov","Federal - Executive","Department of Homeland Security","Cybersecurity and Infrastructure Security Agency","Arlington","VA","dotgov@cloudflare.com","dns.gov","whois.nic.gov","https://get.gov","2024-01-08T02:58:21Z",2023-08-11 06:33:12,"2025-08-11T06:33:12Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","dotgov@cloudflare.com","otto.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-08-11
"criticalminerals.gov","Federal - Executive","Department of the Interior","US Geological Survey","Reston","VA","security@doi.gov","criticalminerals.gov","whois.nic.gov","https://get.gov","2024-01-08T02:56:57Z",2023-08-31 13:48:09,"2025-08-31T13:48:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@doi.gov","ram.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-08-31
"encuentraapoyo.gov","Federal - Executive","Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Rockville","MD","(blank)","encuentraapoyo.gov","whois.nic.gov","https://get.gov","2024-01-08T02:59:37Z",2023-09-07 18:03:09,"2025-09-07T18:03:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","ns12.hhs.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-09-07
"ficor.gov","Federal - Executive","Department of the Interior","National Park Service","Washington","DC","NPS_CSIRT_Team@nps.gov","ficor.gov","whois.nic.gov","https://get.gov","2024-01-08T03:01:04Z",2023-09-28 14:03:10,"2025-09-28T14:03:10Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","NPS_CSIRT_Team@nps.gov","lucy.ns.cloudflare.com","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-09-28
"igorville.gov","Federal - Executive","gov Administration","Igorville Village","Igorville","IA","help@get.gov","igorville.gov","whois.nic.gov","https://get.gov","2024-10-11T15:07:05Z",2023-10-02 22:18:10,"2025-10-02T22:18:10Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","help@get.gov","roland.ns.cloudflare.com","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-10-02
"ncmms.gov","Federal - Executive","General Services Administration","GSA IT","DC","DC","Gsa-vulnerability-reports@gsa.gov","ncmms.gov","whois.nic.gov","https://get.gov","2024-01-08T03:15:18Z",2023-10-25 20:48:09,"2025-10-25T20:48:09Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Gsa-vulnerability-reports@gsa.gov","ns-640.awsdns-16.net","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Joe Biden",2023-10-25
